"COL","ROW","GhostSeverity","Key1","Key2","Key3","GhostK","ActualK","ComputedK"
2, 1, 2, 5, 49, 47,"[{4   $}, {V}, {X}]","[]","[{2   @}]"
2, 1, 2, 53, 55, 11,"[{,   <}, {/ ?}, {0   )}]","[]","[{2   @}]"
2, 1, 2, 55, 100, 103,"[{/ ?}, {KP *}, {KP 3}]","[]","[{2   @}]"
2, 1, 2, 55, 15, 57,"[{/ ?}, {Bkspace}, {R-Shift}]","[]","[{2   @}]"
2, 1, 2, 55, 81, 83,"[{/ ?}, {End}, {UpArrow}]","[]","[{2   @}]"
2, 1, 2, 55, 93, 90,"[{/ ?}, {KP 1}, {NumLck}]","[]","[{2   @}]"
2, 1, 2, 55, 95, 98,"[{/ ?}, {KP /}, {KP 2}]","[]","[{2   @}]"
2, 1, 2, 6, 113, 116,"[{5   %}, {F2}, {F5}]","[]","[{2   @}]"
2, 1, 2, 6, 21, 18,"[{5   %}, {T}, {W}]","[]","[{2   @}]"
2, 1, 2, 6, 35, 32,"[{5   %}, {G}, {S}]","[]","[{2   @}]"
2, 1, 2, 6, 50, 47,"[{5   %}, {B}, {X}]","[]","[{2   @}]"
2, 1, 2, 7, 113, 117,"[{6   ^}, {F2}, {F6}]","[]","[{2   @}]"
2, 1, 2, 7, 18, 22,"[{6   ^}, {W}, {Y}]","[]","[{2   @}]"
2, 1, 2, 7, 36, 32,"[{6   ^}, {H}, {S}]","[]","[{2   @}]"
2, 1, 2, 7, 51, 47,"[{6   ^}, {N}, {X}]","[]","[{2   @}]"
2, 1, 2, 8, 113, 118,"[{7   &}, {F2}, {F7}]","[]","[{2   @}]"
2, 1, 2, 8, 23, 18,"[{7   &}, {U}, {W}]","[]","[{2   @}]"
2, 1, 2, 8, 37, 32,"[{7   &}, {J}, {S}]","[]","[{2   @}]"
2, 1, 2, 8, 52, 47,"[{7   &}, {M}, {X}]","[]","[{2   @}]"
2, 1, 2, 80, 75, 28,"[{Home}, {Insert}, {]   }}]","[]","[{=   +}]"
2, 1, 2, 80, 79, 151,"[{Home}, {L-Arrow}, {L-Fn}]","[]","[{2   @}]"
2, 1, 2, 81, 121, 124,"[{End}, {F10}, {PrntScrn}]","[]","[{=   +}]"
2, 1, 2, 81, 85, 28,"[{End}, {PageUp}, {]   }}]","[]","[{=   +}]"
2, 1, 2, 84, 81, 151,"[{DnArrow}, {End}, {L-Fn}]","[]","[{2   @}]"
2, 1, 2, 9, 24, 18,"[{8   *}, {I}, {W}]","[]","[{2   @}]"
2, 1, 2, 9, 38, 32,"[{8   *}, {K}, {S}]","[]","[{2   @}]"
2, 1, 2, 91, 90, 28,"[{KP 7}, {NumLck}, {]   }}]","[]","[{=   +}]"
2, 1, 2, 95, 96, 28,"[{KP /}, {KP 8}, {]   }}]","[]","[{=   +}]"
2, 1, 2, 95, 99, 151,"[{KP /}, {KP 0}, {L-Fn}]","[]","[{2   @}]"
2, 1, 3, 15, 151, 64,"[{Bkspace}, {L-Fn}, {R-Ctrl}]","[]","[{2   @}]"
2, 1, 3, 6, 60, 61,"[{5   %}, {L-Alt}, {Space}]","[]","[{2   @}]"
2, 1, 3, 9, 60, 62,"[{8   *}, {L-Alt}, {R-Alt}]","[]","[{2   @}]"
2, 2, 1, 44, 16, 47,"[{L-Shift}, {Tab}, {X}]","[]","[GhostKey]"
2, 2, 1, 60, 58, 16,"[{L-Alt}, {L-Ctrl}, {Tab}]","[]","[GhostKey]"
2, 2, 1, 60, 59, 17,"[{L-Alt}, {L-GUI}, {Q}]","[]","[GhostKey]"
2, 2, 2, 104, 101, 151,"[{KP .}, {KP 9}, {L-Fn}]","[]","[{W}]"
2, 2, 2, 11, 13, 26,"[{0   )}, {=   +}, {P}]","[]","[{W}]"
2, 2, 2, 110, 113, 16,"[{Esc}, {F2}, {Tab}]","[]","[{W}]"
2, 2, 2, 112, 113, 17,"[{F1}, {F2}, {Q}]","[]","[{W}]"
2, 2, 2, 113, 115, 20,"[{F2}, {F4}, {R}]","[]","[{W}]"
2, 2, 2, 113, 116, 21,"[{F2}, {F5}, {T}]","[]","[{W}]"
2, 2, 2, 113, 117, 22,"[{F2}, {F6}, {Y}]","[]","[{W}]"
2, 2, 2, 113, 118, 23,"[{F2}, {F7}, {U}]","[]","[{W}]"
2, 2, 2, 12, 13, 27,"[{-   _}, {=   +}, {[   {}]","[]","[{]   }}]"
2, 2, 2, 121, 119, 26,"[{F10}, {F8}, {P}]","[]","[{W}]"
2, 2, 2, 121, 120, 27,"[{F10}, {F9}, {[   {}]","[]","[{]   }}]"
2, 2, 2, 121, 122, 29,"[{F10}, {F11}, {\   |}]","[]","[{]   }}]"
2, 2, 2, 121, 123, 75,"[{F10}, {F12}, {Insert}]","[]","[{]   }}]"
2, 2, 2, 121, 85, 124,"[{F10}, {PageUp}, {PrntScrn}]","[]","[{]   }}]"
2, 2, 2, 121, 91, 126,"[{F10}, {KP 7}, {PauseBrk}]","[]","[{]   }}]"
2, 2, 2, 13, 100, 101,"[{=   +}, {KP *}, {KP 9}]","[]","[{]   }}]"
2, 2, 2, 13, 15, 29,"[{=   +}, {Bkspace}, {\   |}]","[]","[{]   }}]"
2, 2, 2, 13, 80, 75,"[{=   +}, {Home}, {Insert}]","[]","[{]   }}]"
2, 2, 2, 13, 81, 85,"[{=   +}, {End}, {PageUp}]","[]","[{]   }}]"
2, 2, 2, 13, 91, 90,"[{=   +}, {KP 7}, {NumLck}]","[]","[{]   }}]"
2, 2, 2, 13, 95, 96,"[{=   +}, {KP /}, {KP 8}]","[]","[{]   }}]"
2, 2, 2, 17, 47, 46,"[{Q}, {X}, {Z}]","[]","[{W}]"
2, 2, 2, 19, 113, 114,"[{E}, {F2}, {F3}]","[]","[{W}]"
2, 2, 2, 2, 3, 17,"[{1   !}, {2   @}, {Q}]","[]","[{W}]"
2, 2, 2, 20, 49, 47,"[{R}, {V}, {X}]","[]","[{W}]"
2, 2, 2, 24, 38, 32,"[{I}, {K}, {S}]","[]","[{W}]"
2, 2, 2, 3, 10, 25,"[{2   @}, {9   (}, {O}]","[]","[{W}]"
2, 2, 2, 3, 16, 1,"[{2   @}, {Tab}, {`   ~}]","[]","[{W}]"
2, 2, 2, 3, 4, 19,"[{2   @}, {3   /}, {E}]","[]","[{W}]"
2, 2, 2, 3, 5, 20,"[{2   @}, {4   $}, {R}]","[]","[{W}]"
2, 2, 2, 3, 6, 21,"[{2   @}, {5   %}, {T}]","[]","[{W}]"
2, 2, 2, 3, 7, 22,"[{2   @}, {6   ^}, {Y}]","[]","[{W}]"
2, 2, 2, 3, 8, 23,"[{2   @}, {7   &}, {U}]","[]","[{W}]"
2, 2, 2, 3, 9, 24,"[{2   @}, {8   *}, {I}]","[]","[{W}]"
2, 2, 2, 30, 32, 16,"[{CapsLck}, {S}, {Tab}]","[]","[{W}]"
2, 2, 2, 31, 17, 32,"[{A}, {Q}, {S}]","[]","[{W}]"
2, 2, 2, 33, 19, 32,"[{D}, {E}, {S}]","[]","[{W}]"
2, 2, 2, 34, 20, 32,"[{F}, {R}, {S}]","[]","[{W}]"
2, 2, 2, 35, 32, 21,"[{G}, {S}, {T}]","[]","[{W}]"
2, 2, 2, 36, 32, 22,"[{H}, {S}, {Y}]","[]","[{W}]"
2, 2, 2, 37, 32, 23,"[{J}, {S}, {U}]","[]","[{W}]"
2, 2, 2, 41, 102, 101,"[{'  "}, {KP 6}, {KP 9}]","[]","[{]   }}]"
2, 2, 2, 41, 39, 26,"[{'  "}, {L}, {P}]","[]","[{W}]"
2, 2, 2, 41, 40, 27,"[{'  "}, {;   :}, {[   {}]","[]","[{W}]"
2, 2, 2, 41, 43, 29,"[{'  "}, {Enter}, {\   |}]","[]","[{]   }}]"
2, 2, 2, 41, 76, 75,"[{'  "}, {Delete}, {Insert}]","[]","[{]   }}]"
2, 2, 2, 41, 86, 85,"[{'  "}, {PageDn}, {PageUp}]","[]","[{]   }}]"
2, 2, 2, 41, 92, 91,"[{'  "}, {KP 4}, {KP 7}]","[]","[{]   }}]"
2, 2, 2, 41, 97, 96,"[{'  "}, {KP 5}, {KP 8}]","[]","[{]   }}]"
2, 2, 2, 48, 19, 47,"[{C}, {E}, {X}]","[]","[{W}]"
2, 2, 2, 50, 21, 47,"[{B}, {T}, {X}]","[]","[{W}]"
2, 2, 2, 51, 47, 22,"[{N}, {X}, {Y}]","[]","[{W}]"
2, 2, 2, 52, 23, 47,"[{M}, {U}, {X}]","[]","[{W}]"
2, 2, 2, 53, 55, 26,"[{,   <}, {/ ?}, {P}]","[]","[{W}]"
2, 2, 2, 54, 55, 27,"[{.   >}, {/ ?}, {[   {}]","[]","[{W}]"
2, 2, 2, 55, 103, 101,"[{/ ?}, {KP 3}, {KP 9}]","[]","[{W}]"
2, 2, 2, 55, 85, 83,"[{/ ?}, {PageUp}, {UpArrow}]","[]","[{W}]"
2, 2, 2, 55, 93, 91,"[{/ ?}, {KP 1}, {KP 7}]","[]","[{W}]"
2, 2, 2, 55, 98, 96,"[{/ ?}, {KP 2}, {KP 8}]","[]","[{W}]"
2, 2, 2, 60, 61, 21,"[{L-Alt}, {Space}, {T}]","[]","[{W}]"
2, 2, 2, 75, 79, 151,"[{Insert}, {L-Arrow}, {L-Fn}]","[]","[{W}]"
2, 2, 2, 84, 151, 85,"[{DnArrow}, {L-Fn}, {PageUp}]","[]","[{W}]"
2, 2, 2, 91, 151, 89,"[{KP 7}, {L-Fn}, {R-Arrow}]","[]","[{W}]"
2, 2, 2, 99, 96, 151,"[{KP 0}, {KP 8}, {L-Fn}]","[]","[{W}]"
2, 2, 3, 151, 64, 29,"[{L-Fn}, {R-Ctrl}, {\   |}]","[]","[{W}]"
2, 2, 3, 24, 60, 62,"[{I}, {L-Alt}, {R-Alt}]","[]","[{W}]"
2, 2, 3, 55, 57, 29,"[{/ ?}, {R-Shift}, {\   |}]","[]","[{W}]"
2, 3, 1, 30, 44, 47,"[{CapsLck}, {L-Shift}, {X}]","[]","[GhostKey]"
2, 3, 1, 30, 60, 58,"[{CapsLck}, {L-Alt}, {L-Ctrl}]","[]","[GhostKey]"
2, 3, 2, 102, 101, 28,"[{KP 6}, {KP 9}, {]   }}]","[]","[{'  "}]"
2, 3, 2, 104, 102, 151,"[{KP .}, {KP 6}, {L-Fn}]","[]","[{'  "}]"
2, 3, 2, 106, 108, 151,"[{KP +}, {KP Enter}, {L-Fn}]","[]","[{'  "}]"
2, 3, 2, 11, 13, 39,"[{0   )}, {=   +}, {L}]","[]","[{'  "}]"
2, 3, 2, 113, 116, 35,"[{F2}, {F5}, {G}]","[]","[{S}]"
2, 3, 2, 113, 117, 36,"[{F2}, {F6}, {H}]","[]","[{S}]"
2, 3, 2, 113, 118, 37,"[{F2}, {F7}, {J}]","[]","[{S}]"
2, 3, 2, 12, 40, 13,"[{-   _}, {;   :}, {=   +}]","[]","[{'  "}]"
2, 3, 2, 121, 119, 39,"[{F10}, {F8}, {L}]","[]","[{'  "}]"
2, 3, 2, 121, 86, 124,"[{F10}, {PageDn}, {PrntScrn}]","[]","[{'  "}]"
2, 3, 2, 121, 92, 126,"[{F10}, {KP 4}, {PauseBrk}]","[]","[{'  "}]"
2, 3, 2, 13, 100, 102,"[{=   +}, {KP *}, {KP 6}]","[]","[{'  "}]"
2, 3, 2, 13, 106, 105,"[{=   +}, {KP +}, {KP -}]","[]","[{'  "}]"
2, 3, 2, 13, 15, 43,"[{=   +}, {Bkspace}, {Enter}]","[]","[{'  "}]"
2, 3, 2, 13, 76, 80,"[{=   +}, {Delete}, {Home}]","[]","[{'  "}]"
2, 3, 2, 13, 81, 86,"[{=   +}, {End}, {PageDn}]","[]","[{'  "}]"
2, 3, 2, 13, 92, 90,"[{=   +}, {KP 4}, {NumLck}]","[]","[{'  "}]"
2, 3, 2, 13, 95, 97,"[{=   +}, {KP /}, {KP 5}]","[]","[{'  "}]"
2, 3, 2, 2, 3, 31,"[{1   !}, {2   @}, {A}]","[]","[{S}]"
2, 3, 2, 24, 38, 18,"[{I}, {K}, {W}]","[]","[{S}]"
2, 3, 2, 3, 30, 1,"[{2   @}, {CapsLck}, {`   ~}]","[]","[{S}]"
2, 3, 2, 3, 4, 33,"[{2   @}, {3   /}, {D}]","[]","[{S}]"
2, 3, 2, 3, 5, 34,"[{2   @}, {4   $}, {F}]","[]","[{S}]"
2, 3, 2, 3, 6, 35,"[{2   @}, {5   %}, {G}]","[]","[{S}]"
2, 3, 2, 3, 7, 36,"[{2   @}, {6   ^}, {H}]","[]","[{S}]"
2, 3, 2, 3, 8, 37,"[{2   @}, {7   &}, {J}]","[]","[{S}]"
2, 3, 2, 3, 9, 38,"[{2   @}, {8   *}, {K}]","[]","[{S}]"
2, 3, 2, 30, 110, 113,"[{CapsLck}, {Esc}, {F2}]","[]","[{S}]"
2, 3, 2, 30, 16, 18,"[{CapsLck}, {Tab}, {W}]","[]","[{S}]"
2, 3, 2, 31, 112, 113,"[{A}, {F1}, {F2}]","[]","[{S}]"
2, 3, 2, 31, 17, 18,"[{A}, {Q}, {W}]","[]","[{S}]"
2, 3, 2, 31, 47, 46,"[{A}, {X}, {Z}]","[]","[{S}]"
2, 3, 2, 33, 113, 114,"[{D}, {F2}, {F3}]","[]","[{S}]"
2, 3, 2, 33, 19, 18,"[{D}, {E}, {W}]","[]","[{S}]"
2, 3, 2, 34, 113, 115,"[{F}, {F2}, {F4}]","[]","[{S}]"
2, 3, 2, 34, 20, 18,"[{F}, {R}, {W}]","[]","[{S}]"
2, 3, 2, 34, 49, 47,"[{F}, {V}, {X}]","[]","[{S}]"
2, 3, 2, 35, 21, 18,"[{G}, {T}, {W}]","[]","[{S}]"
2, 3, 2, 36, 18, 22,"[{H}, {W}, {Y}]","[]","[{S}]"
2, 3, 2, 36, 51, 47,"[{H}, {N}, {X}]","[]","[{S}]"
2, 3, 2, 37, 23, 18,"[{J}, {U}, {W}]","[]","[{S}]"
2, 3, 2, 37, 52, 47,"[{J}, {M}, {X}]","[]","[{S}]"
2, 3, 2, 39, 26, 28,"[{L}, {P}, {]   }}]","[]","[{'  "}]"
2, 3, 2, 40, 121, 120,"[{;   :}, {F10}, {F9}]","[]","[{'  "}]"
2, 3, 2, 40, 27, 28,"[{;   :}, {[   {}, {]   }}]","[]","[{'  "}]"
2, 3, 2, 43, 121, 122,"[{Enter}, {F10}, {F11}]","[]","[{'  "}]"
2, 3, 2, 43, 29, 28,"[{Enter}, {\   |}, {]   }}]","[]","[{'  "}]"
2, 3, 2, 48, 33, 47,"[{C}, {D}, {X}]","[]","[{S}]"
2, 3, 2, 50, 35, 47,"[{B}, {G}, {X}]","[]","[{S}]"
2, 3, 2, 53, 55, 39,"[{,   <}, {/ ?}, {L}]","[]","[{S}]"
2, 3, 2, 54, 55, 40,"[{.   >}, {/ ?}, {;   :}]","[]","[{'  "}]"
2, 3, 2, 55, 103, 102,"[{/ ?}, {KP 3}, {KP 6}]","[]","[{'  "}]"
2, 3, 2, 55, 43, 57,"[{/ ?}, {Enter}, {R-Shift}]","[]","[{'  "}]"
2, 3, 2, 55, 86, 83,"[{/ ?}, {PageDn}, {UpArrow}]","[]","[{'  "}]"
2, 3, 2, 55, 93, 92,"[{/ ?}, {KP 1}, {KP 4}]","[]","[{'  "}]"
2, 3, 2, 55, 98, 97,"[{/ ?}, {KP 2}, {KP 5}]","[]","[{'  "}]"
2, 3, 2, 76, 121, 123,"[{Delete}, {F10}, {F12}]","[]","[{'  "}]"
2, 3, 2, 76, 75, 28,"[{Delete}, {Insert}, {]   }}]","[]","[{'  "}]"
2, 3, 2, 76, 79, 151,"[{Delete}, {L-Arrow}, {L-Fn}]","[]","[{'  "}]"
2, 3, 2, 84, 151, 86,"[{DnArrow}, {L-Fn}, {PageDn}]","[]","[{'  "}]"
2, 3, 2, 86, 85, 28,"[{PageDn}, {PageUp}, {]   }}]","[]","[{'  "}]"
2, 3, 2, 92, 151, 89,"[{KP 4}, {L-Fn}, {R-Arrow}]","[]","[{'  "}]"
2, 3, 2, 92, 91, 28,"[{KP 4}, {KP 7}, {]   }}]","[]","[{'  "}]"
2, 3, 2, 97, 96, 28,"[{KP 5}, {KP 8}, {]   }}]","[]","[{'  "}]"
2, 3, 2, 99, 97, 151,"[{KP 0}, {KP 5}, {L-Fn}]","[]","[{'  "}]"
2, 3, 3, 31, 60, 59,"[{A}, {L-Alt}, {L-GUI}]","[]","[{S}]"
2, 3, 3, 35, 60, 61,"[{G}, {L-Alt}, {Space}]","[]","[{S}]"
2, 3, 3, 38, 60, 62,"[{K}, {L-Alt}, {R-Alt}]","[]","[{S}]"
2, 3, 3, 43, 151, 64,"[{Enter}, {L-Fn}, {R-Ctrl}]","[]","[{'  "}]"
2, 4, 1, 110, 113, 44,"[{Esc}, {F2}, {L-Shift}]","[]","[GhostKey]"
2, 4, 1, 60, 58, 44,"[{L-Alt}, {L-Ctrl}, {L-Shift}]","[]","[GhostKey]"
2, 4, 2, 103, 101, 28,"[{KP 3}, {KP 9}, {]   }}]","[]","[{/ ?}]"
2, 4, 2, 104, 103, 151,"[{KP .}, {KP 3}, {L-Fn}]","[]","[{/ ?}]"
2, 4, 2, 112, 113, 46,"[{F1}, {F2}, {Z}]","[]","[{X}]"
2, 4, 2, 113, 115, 49,"[{F2}, {F4}, {V}]","[]","[{X}]"
2, 4, 2, 113, 117, 51,"[{F2}, {F6}, {N}]","[]","[{X}]"
2, 4, 2, 113, 118, 52,"[{F2}, {F7}, {M}]","[]","[{X}]"
2, 4, 2, 12, 54, 13,"[{-   _}, {.   >}, {=   +}]","[]","[{/ ?}]"
2, 4, 2, 121, 124, 83,"[{F10}, {PrntScrn}, {UpArrow}]","[]","[{/ ?}]"
2, 4, 2, 121, 93, 126,"[{F10}, {KP 1}, {PauseBrk}]","[]","[{/ ?}]"
2, 4, 2, 13, 100, 103,"[{=   +}, {KP *}, {KP 3}]","[]","[{/ ?}]"
2, 4, 2, 13, 15, 57,"[{=   +}, {Bkspace}, {R-Shift}]","[]","[{/ ?}]"
2, 4, 2, 13, 81, 83,"[{=   +}, {End}, {UpArrow}]","[]","[{/ ?}]"
2, 4, 2, 13, 93, 90,"[{=   +}, {KP 1}, {NumLck}]","[]","[{/ ?}]"
2, 4, 2, 13, 95, 98,"[{=   +}, {KP /}, {KP 2}]","[]","[{/ ?}]"
2, 4, 2, 17, 18, 46,"[{Q}, {W}, {Z}]","[]","[{X}]"
2, 4, 2, 2, 3, 46,"[{1   !}, {2   @}, {Z}]","[]","[{X}]"
2, 4, 2, 20, 49, 18,"[{R}, {V}, {W}]","[]","[{X}]"
2, 4, 2, 3, 4, 48,"[{2   @}, {3   /}, {C}]","[]","[{X}]"
2, 4, 2, 3, 5, 49,"[{2   @}, {4   $}, {V}]","[]","[{X}]"
2, 4, 2, 3, 6, 50,"[{2   @}, {5   %}, {B}]","[]","[{X}]"
2, 4, 2, 3, 7, 51,"[{2   @}, {6   ^}, {N}]","[]","[{X}]"
2, 4, 2, 3, 8, 52,"[{2   @}, {7   &}, {M}]","[]","[{X}]"
2, 4, 2, 31, 32, 46,"[{A}, {S}, {Z}]","[]","[{X}]"
2, 4, 2, 34, 32, 49,"[{F}, {S}, {V}]","[]","[{X}]"
2, 4, 2, 36, 51, 32,"[{H}, {N}, {S}]","[]","[{X}]"
2, 4, 2, 37, 52, 32,"[{J}, {M}, {S}]","[]","[{X}]"
2, 4, 2, 41, 103, 102,"[{'  "}, {KP 3}, {KP 6}]","[]","[{/ ?}]"
2, 4, 2, 41, 43, 57,"[{'  "}, {Enter}, {R-Shift}]","[]","[{/ ?}]"
2, 4, 2, 41, 53, 39,"[{'  "}, {,   <}, {L}]","[]","[{/ ?}]"
2, 4, 2, 41, 54, 40,"[{'  "}, {.   >}, {;   :}]","[]","[{/ ?}]"
2, 4, 2, 41, 86, 83,"[{'  "}, {PageDn}, {UpArrow}]","[]","[{/ ?}]"
2, 4, 2, 41, 93, 92,"[{'  "}, {KP 1}, {KP 4}]","[]","[{/ ?}]"
2, 4, 2, 41, 98, 97,"[{'  "}, {KP 2}, {KP 5}]","[]","[{/ ?}]"
2, 4, 2, 48, 113, 114,"[{C}, {F2}, {F3}]","[]","[{X}]"
2, 4, 2, 48, 19, 18,"[{C}, {E}, {W}]","[]","[{X}]"
2, 4, 2, 48, 33, 32,"[{C}, {D}, {S}]","[]","[{X}]"
2, 4, 2, 50, 113, 116,"[{B}, {F2}, {F5}]","[]","[{X}]"
2, 4, 2, 50, 21, 18,"[{B}, {T}, {W}]","[]","[{X}]"
2, 4, 2, 50, 35, 32,"[{B}, {G}, {S}]","[]","[{X}]"
2, 4, 2, 51, 18, 22,"[{N}, {W}, {Y}]","[]","[{X}]"
2, 4, 2, 52, 23, 18,"[{M}, {U}, {W}]","[]","[{X}]"
2, 4, 2, 53, 11, 13,"[{,   <}, {0   )}, {=   +}]","[]","[{/ ?}]"
2, 4, 2, 53, 121, 119,"[{,   <}, {F10}, {F8}]","[]","[{/ ?}]"
2, 4, 2, 53, 26, 28,"[{,   <}, {P}, {]   }}]","[]","[{/ ?}]"
2, 4, 2, 54, 121, 120,"[{.   >}, {F10}, {F9}]","[]","[{/ ?}]"
2, 4, 2, 54, 27, 28,"[{.   >}, {[   {}, {]   }}]","[]","[{/ ?}]"
2, 4, 2, 84, 151, 83,"[{DnArrow}, {L-Fn}, {UpArrow}]","[]","[{/ ?}]"
2, 4, 2, 85, 83, 28,"[{PageUp}, {UpArrow}, {]   }}]","[]","[{/ ?}]"
2, 4, 2, 93, 151, 89,"[{KP 1}, {L-Fn}, {R-Arrow}]","[]","[{/ ?}]"
2, 4, 2, 93, 91, 28,"[{KP 1}, {KP 7}, {]   }}]","[]","[{/ ?}]"
2, 4, 2, 98, 96, 28,"[{KP 2}, {KP 8}, {]   }}]","[]","[{/ ?}]"
2, 4, 2, 99, 98, 151,"[{KP 0}, {KP 2}, {L-Fn}]","[]","[{/ ?}]"
2, 4, 3, 121, 122, 57,"[{F10}, {F11}, {R-Shift}]","[]","[{/ ?}]"
2, 4, 3, 151, 64, 57,"[{L-Fn}, {R-Ctrl}, {R-Shift}]","[]","[{/ ?}]"
2, 4, 3, 3, 44, 1,"[{2   @}, {L-Shift}, {`   ~}]","[]","[{X}]"
2, 4, 3, 30, 44, 32,"[{CapsLck}, {L-Shift}, {S}]","[]","[{X}]"
2, 4, 3, 44, 16, 18,"[{L-Shift}, {Tab}, {W}]","[]","[{X}]"
2, 4, 3, 50, 60, 61,"[{B}, {L-Alt}, {Space}]","[]","[{X}]"
2, 4, 3, 57, 29, 28,"[{R-Shift}, {\   |}, {]   }}]","[]","[{/ ?}]"
2, 4, 3, 60, 59, 46,"[{L-Alt}, {L-GUI}, {Z}]","[]","[{X}]"
2, 5, 2, 104, 101, 28,"[{KP .}, {KP 9}, {]   }}]","[]","[{L-Fn}]"
2, 5, 2, 113, 116, 61,"[{F2}, {F5}, {Space}]","[]","[{L-Alt}]"
2, 5, 2, 121, 123, 79,"[{F10}, {F12}, {L-Arrow}]","[]","[{L-Fn}]"
2, 5, 2, 121, 126, 89,"[{F10}, {PauseBrk}, {R-Arrow}]","[]","[{L-Fn}]"
2, 5, 2, 13, 100, 104,"[{=   +}, {KP *}, {KP .}]","[]","[{L-Fn}]"
2, 5, 2, 13, 105, 108,"[{=   +}, {KP -}, {KP Enter}]","[]","[{L-Fn}]"
2, 5, 2, 13, 15, 64,"[{=   +}, {Bkspace}, {R-Ctrl}]","[]","[{L-Fn}]"
2, 5, 2, 13, 80, 79,"[{=   +}, {Home}, {L-Arrow}]","[]","[{L-Fn}]"
2, 5, 2, 13, 84, 81,"[{=   +}, {DnArrow}, {End}]","[]","[{L-Fn}]"
2, 5, 2, 13, 90, 89,"[{=   +}, {NumLck}, {R-Arrow}]","[]","[{L-Fn}]"
2, 5, 2, 13, 95, 99,"[{=   +}, {KP /}, {KP 0}]","[]","[{L-Fn}]"
2, 5, 2, 2, 3, 59,"[{1   !}, {2   @}, {L-GUI}]","[]","[{L-Alt}]"
2, 5, 2, 3, 6, 61,"[{2   @}, {5   %}, {Space}]","[]","[{L-Alt}]"
2, 5, 2, 3, 9, 62,"[{2   @}, {8   *}, {R-Alt}]","[]","[{L-Alt}]"
2, 5, 2, 35, 32, 61,"[{G}, {S}, {Space}]","[]","[{L-Alt}]"
2, 5, 2, 41, 104, 102,"[{'  "}, {KP .}, {KP 6}]","[]","[{L-Fn}]"
2, 5, 2, 41, 106, 108,"[{'  "}, {KP +}, {KP Enter}]","[]","[{L-Fn}]"
2, 5, 2, 41, 43, 64,"[{'  "}, {Enter}, {R-Ctrl}]","[]","[{L-Fn}]"
2, 5, 2, 41, 76, 79,"[{'  "}, {Delete}, {L-Arrow}]","[]","[{L-Fn}]"
2, 5, 2, 41, 84, 86,"[{'  "}, {DnArrow}, {PageDn}]","[]","[{L-Fn}]"
2, 5, 2, 41, 92, 89,"[{'  "}, {KP 4}, {R-Arrow}]","[]","[{L-Fn}]"
2, 5, 2, 41, 99, 97,"[{'  "}, {KP 0}, {KP 5}]","[]","[{L-Fn}]"
2, 5, 2, 50, 61, 47,"[{B}, {Space}, {X}]","[]","[{L-Alt}]"
2, 5, 2, 55, 104, 103,"[{/ ?}, {KP .}, {KP 3}]","[]","[{L-Fn}]"
2, 5, 2, 55, 84, 83,"[{/ ?}, {DnArrow}, {UpArrow}]","[]","[{L-Fn}]"
2, 5, 2, 55, 93, 89,"[{/ ?}, {KP 1}, {R-Arrow}]","[]","[{L-Fn}]"
2, 5, 2, 55, 99, 98,"[{/ ?}, {KP 0}, {KP 2}]","[]","[{L-Fn}]"
2, 5, 2, 61, 21, 18,"[{Space}, {T}, {W}]","[]","[{L-Alt}]"
2, 5, 2, 75, 79, 28,"[{Insert}, {L-Arrow}, {]   }}]","[]","[{L-Fn}]"
2, 5, 2, 84, 121, 124,"[{DnArrow}, {F10}, {PrntScrn}]","[]","[{L-Fn}]"
2, 5, 2, 84, 85, 28,"[{DnArrow}, {PageUp}, {]   }}]","[]","[{L-Fn}]"
2, 5, 2, 91, 89, 28,"[{KP 7}, {R-Arrow}, {]   }}]","[]","[{L-Fn}]"
2, 5, 2, 99, 96, 28,"[{KP 0}, {KP 8}, {]   }}]","[]","[{L-Fn}]"
2, 5, 3, 110, 113, 58,"[{Esc}, {F2}, {L-Ctrl}]","[]","[{L-Alt}]"
2, 5, 3, 112, 113, 59,"[{F1}, {F2}, {L-GUI}]","[]","[{L-Alt}]"
2, 5, 3, 121, 122, 64,"[{F10}, {F11}, {R-Ctrl}]","[]","[{L-Fn}]"
2, 5, 3, 24, 62, 18,"[{I}, {R-Alt}, {W}]","[]","[{L-Alt}]"
2, 5, 3, 3, 58, 1,"[{2   @}, {L-Ctrl}, {`   ~}]","[]","[{L-Alt}]"
2, 5, 3, 30, 58, 32,"[{CapsLck}, {L-Ctrl}, {S}]","[]","[{L-Alt}]"
2, 5, 3, 31, 59, 32,"[{A}, {L-GUI}, {S}]","[]","[{L-Alt}]"
2, 5, 3, 38, 62, 32,"[{K}, {R-Alt}, {S}]","[]","[{L-Alt}]"
2, 5, 3, 55, 64, 57,"[{/ ?}, {R-Ctrl}, {R-Shift}]","[]","[{L-Fn}]"
2, 5, 3, 58, 16, 18,"[{L-Ctrl}, {Tab}, {W}]","[]","[{L-Alt}]"
2, 5, 3, 58, 44, 47,"[{L-Ctrl}, {L-Shift}, {X}]","[]","[{L-Alt}]"
2, 5, 3, 59, 17, 18,"[{L-GUI}, {Q}, {W}]","[]","[{L-Alt}]"
2, 5, 3, 59, 47, 46,"[{L-GUI}, {X}, {Z}]","[]","[{L-Alt}]"
2, 5, 3, 64, 29, 28,"[{R-Ctrl}, {\   |}, {]   }}]","[]","[{L-Fn}]"
