TimeStamp; 0x6040; 0x607A; 0x6064; 0x6079; 0x60412.773591000;0; 0;;;
2.775587000;0; 0;;;
2.775592000;;;75361; 0; 64
2.777589000;0; 0;;;
2.777595000;;;75361; 0; 64
2.779591000;0; 0;;;
2.779598000;;;75361; 0; 64
2.781591000;0; 0;;;
2.781597000;;;75361; 0; 64
2.783590000;0; 0;;;
2.783599000;;;75361; 0; 64
