time,eric_20140202_raw2_log
37088,339.0
37210,346.0
37332,365.0
37454,346.0
37576,335.0
37698,349.0
37820,349.0
37942,353.0
38064,353.0
38186,347.0
38308,346.0
38430,339.0
38552,351.0
38674,354.0
38796,345.0
38918,338.0
39040,333.0
39162,334.0
39284,338.0
39406,353.0
39528,355.0
39650,346.0
39772,355.0
39894,342.0
40016,347.0
40138,357.0
40260,356.0
40382,349.0
40504,344.0
40626,349.0
40748,345.0
40870,343.0
40992,349.0
41114,349.0
41236,344.0
41358,327.0
41480,328.0
41602,340.0
41724,342.0
41846,349.0
41968,357.0
42090,350.0
42212,337.0
42334,346.0
42456,355.0
42578,348.0
42700,351.0
42822,350.0
42944,342.0
43066,344.0
43188,348.0
43310,351.0
43432,350.0
43554,346.0
43676,334.0
43798,326.0
43920,336.0
44042,348.0
44164,348.0
44286,357.0
44408,348.0
44530,346.0
44652,340.0
44774,348.0
44896,365.0
45018,352.0
45140,346.0
45262,352.0
45384,345.0
45506,345.0
45628,347.0
45750,356.0
45872,352.0
45994,333.0
46116,327.0
46238,340.0
46360,347.0
46482,346.0
46604,359.0
46726,351.0
46848,337.0
46970,346.0
47092,355.0
47214,352.0
47336,354.0
47458,345.0
47580,347.0
47702,344.0
47824,349.0
47946,350.0
48068,347.0
48190,344.0
48312,342.0
48434,324.0
48556,335.0
48678,344.0
48800,353.0
48922,347.0
49044,349.0
49166,350.0
49288,342.0
49410,355.0
49532,357.0
49654,354.0
49776,336.0
49898,337.0
50020,348.0
50142,351.0
50264,349.0
50386,346.0
50508,343.0
50630,336.0
50752,323.0
50874,331.0
50996,334.0
51118,347.0
51240,358.0
51362,355.0
51484,354.0
51606,350.0
51728,346.0
51850,356.0
51972,354.0
52094,350.0
52216,344.0
52338,343.0
52460,346.0
52582,345.0
52704,347.0
52826,343.0
52948,349.0
53070,338.0
53192,316.0
53314,336.0
53436,345.0
53558,345.0
53680,355.0
53802,352.0
53924,342.0
54046,343.0
54168,354.0
54290,359.0
54412,349.0
54534,352.0
54656,346.0
54778,347.0
54900,345.0
55022,350.0
55144,356.0
55266,345.0
55388,349.0
55510,329.0
55632,325.0
55754,342.0
55876,351.0
55998,354.0
56120,357.0
56242,343.0
56364,338.0
56486,346.0
56608,355.0
56730,353.0
56852,351.0
56974,344.0
57096,343.0
57218,351.0
57340,343.0
57462,343.0
57584,353.0
57706,345.0
57828,327.0
57950,329.0
58072,342.0
58194,349.0
58316,345.0
58438,357.0
58560,347.0
58682,335.0
58804,349.0
58926,360.0
59048,353.0
59170,342.0
59292,348.0
59414,346.0
59536,341.0
59658,353.0
59780,351.0
59902,343.0
60024,344.0
60146,334.0
60268,326.0
60390,335.0
60512,347.0
60634,351.0
60756,351.0
60878,350.0
61000,337.0
61122,349.0
61244,353.0
61366,352.0
61488,355.0
61610,338.0
61732,341.0
61854,352.0
61976,352.0
62098,344.0
62220,344.0
62342,350.0
62464,338.0
62586,321.0
62708,339.0
62830,345.0
62952,340.0
63074,353.0
63196,352.0
63318,338.0
63440,341.0
63562,364.0
63684,352.0
63806,350.0
63928,351.0
64050,344.0
64172,352.0
64294,354.0
64416,345.0
64538,350.0
64660,346.0
64782,346.0
64904,325.0
65026,331.0
65148,342.0
65270,347.0
65392,353.0
65514,346.0
65636,349.0
65758,345.0
65880,348.0
66002,362.0
66124,351.0
66246,345.0
66368,346.0
66490,345.0
66612,351.0
66734,347.0
66856,349.0
66978,347.0
67100,342.0
67222,329.0
67344,332.0
67466,345.0
67588,344.0
67710,349.0
67832,354.0
67954,340.0
68076,340.0
68198,355.0
68320,352.0
68442,352.0
68564,350.0
68686,342.0
68808,339.0
68930,353.0
69052,351.0
69174,341.0
69296,350.0
69418,343.0
69540,327.0
69662,326.0
69784,336.0
69906,344.0
70028,347.0
70150,359.0
70272,348.0
70394,339.0
70516,348.0
70638,355.0
70760,354.0
70882,347.0
71004,347.0
71126,350.0
71248,347.0
71370,351.0
71492,352.0
71614,348.0
71736,347.0
71858,330.0
71980,326.0
72102,337.0
72224,352.0
72346,352.0
72468,354.0
72590,350.0
72712,344.0
72834,348.0
72956,365.0
73078,351.0
73200,348.0
73322,343.0
73444,348.0
73566,350.0
73688,342.0
73810,352.0
73932,351.0
74054,343.0
74176,323.0
74298,340.0
74420,346.0
74542,341.0
74664,355.0
74786,361.0
74908,338.0
75030,349.0
75152,354.0
75274,351.0
75396,356.0
75518,357.0
75640,342.0
75762,338.0
75884,359.0
76006,351.0
76128,343.0
76250,352.0
76372,335.0
76494,319.0
76616,340.0
76738,344.0
76860,345.0
76982,352.0
77104,357.0
77226,341.0
77348,342.0
77470,355.0
77592,350.0
77714,352.0
77836,351.0
77958,343.0
78080,338.0
78202,342.0
78324,352.0
78446,347.0
78568,339.0
78690,336.0
78812,323.0
78934,329.0
79056,341.0
79178,350.0
79300,355.0
79422,349.0
79544,344.0
79666,344.0
79788,349.0
79910,360.0
80032,353.0
80154,350.0
80276,343.0
80398,345.0
80520,349.0
80642,348.0
80764,353.0
80886,348.0
81008,338.0
81130,323.0
81252,341.0
81374,354.0
81496,341.0
81618,362.0
81740,398.0
81862,235.0
81984,155.0
82106,356.0
82228,346.0
82350,347.0
82472,437.0
82594,388.0
82716,383.0
82838,328.0
82960,254.0
83082,568.0
83204,198.0
83326,272.0
83448,418.0
83570,522.0
83692,77.0
83814,102.0
83936,141.0
84058,375.0
84180,526.0
84302,453.0
84424,389.0
84546,379.0
84668,206.0
84790,428.0
84912,301.0
85034,408.0
85156,376.0
85278,356.0
85400,346.0
85522,325.0
85644,356.0
85766,308.0
85888,342.0
86010,333.0
86132,372.0
86254,358.0
86376,359.0
86498,337.0
86620,328.0
86742,347.0
86864,355.0
86986,370.0
87108,341.0
87230,348.0
87352,344.0
87474,336.0
87596,347.0
87718,356.0
87840,341.0
87962,353.0
88084,341.0
88206,321.0
88328,344.0
88450,353.0
88572,336.0
88694,355.0
88816,350.0
88938,341.0
89060,321.0
89182,374.0
89304,359.0
89426,335.0
89548,343.0
89670,358.0
89792,329.0
89914,367.0
90036,363.0
90158,338.0
90280,329.0
90402,329.0
90524,315.0
90646,334.0
90768,352.0
90890,336.0
91012,358.0
91134,360.0
91256,331.0
91378,343.0
91500,353.0
91622,341.0
91744,342.0
91866,361.0
91988,353.0
92110,339.0
92232,360.0
92354,343.0
92476,321.0
92598,346.0
92720,329.0
92842,311.0
92964,344.0
93086,362.0
93208,336.0
93330,357.0
93452,369.0
93574,334.0
93696,337.0
93818,359.0
93940,340.0
94062,339.0
94184,358.0
94306,354.0
94428,343.0
94550,347.0
94672,365.0
94794,337.0
94916,348.0
95038,332.0
95160,319.0
95282,344.0
95404,366.0
95526,363.0
95648,354.0
95770,357.0
95892,349.0
96014,349.0
96136,368.0
96258,368.0
96380,337.0
96502,339.0
96624,348.0
96746,339.0
96868,340.0
96990,352.0
97112,350.0
97234,311.0
97356,341.0
97478,345.0
97600,335.0
97722,352.0
97844,358.0
97966,345.0
98088,344.0
98210,354.0
98332,348.0
98454,340.0
98576,364.0
98698,358.0
98820,332.0
98942,346.0
99064,353.0
99186,339.0
99308,340.0
99430,335.0
99552,330.0
99674,334.0
99796,362.0
99918,365.0
100040,347.0
100162,343.0
100284,339.0
100406,345.0
100528,357.0
100650,357.0
100772,347.0
100894,340.0
101016,345.0
101138,352.0
101260,348.0
101382,343.0
101504,344.0
101626,318.0
101748,320.0
101870,350.0
101992,359.0
102114,347.0
102236,350.0
102358,353.0
102480,345.0
102602,346.0
102724,365.0
102846,360.0
102968,344.0
103090,352.0
103212,353.0
103334,341.0
103456,358.0
103578,355.0
103700,331.0
103822,321.0
103944,349.0
104066,357.0
104188,344.0
104310,363.0
104432,356.0
104554,335.0
104676,348.0
104798,365.0
104920,355.0
105042,345.0
105164,354.0
105286,349.0
105408,335.0
105530,358.0
105652,353.0
105774,336.0
105896,320.0
106018,332.0
106140,342.0
106262,357.0
106384,360.0
106506,357.0
106628,327.0
106750,345.0
106872,358.0
106994,354.0
107116,353.0
107238,354.0
107360,349.0
107482,340.0
107604,350.0
107726,349.0
107848,340.0
107970,327.0
108092,316.0
108214,339.0
108336,353.0
108458,357.0
108580,352.0
108702,346.0
108824,343.0
108946,343.0
109068,351.0
109190,360.0
109312,348.0
109434,342.0
109556,349.0
109678,343.0
109800,345.0
109922,353.0
110044,351.0
110166,324.0
110288,318.0
110410,347.0
110532,355.0
110654,355.0
110776,357.0
110898,347.0
111020,337.0
111142,344.0
111264,369.0
111386,358.0
111508,352.0
111630,359.0
111752,343.0
111874,338.0
111996,354.0
112118,349.0
112240,347.0
112362,345.0
112484,325.0
112606,317.0
112728,346.0
112850,349.0
112972,340.0
113094,361.0
113216,344.0
113338,331.0
113460,354.0
113582,358.0
113704,349.0
113826,358.0
113948,348.0
114070,336.0
114192,352.0
114314,352.0
114436,345.0
114558,362.0
114680,353.0
114802,316.0
114924,338.0
115046,355.0
115168,353.0
115290,372.0
115412,364.0
115534,339.0
115656,349.0
115778,348.0
115900,350.0
116022,365.0
116144,353.0
116266,342.0
116388,353.0
116510,345.0
116632,345.0
116754,359.0
116876,343.0
116998,342.0
117120,330.0
117242,330.0
117364,347.0
117486,356.0
117608,341.0
117730,342.0
117852,351.0
117974,332.0
118096,344.0
118218,365.0
118340,351.0
118462,346.0
118584,358.0
118706,339.0
118828,343.0
118950,354.0
119072,340.0
119194,346.0
119316,344.0
119438,316.0
119560,328.0
119682,353.0
119804,340.0
119926,349.0
120048,358.0
120170,336.0
120292,342.0
120414,360.0
120536,345.0
120658,350.0
120780,354.0
120902,340.0
121024,338.0
121146,356.0
121268,347.0
121390,347.0
121512,357.0
121634,340.0
121756,307.0
121878,345.0
122000,353.0
122122,347.0
122244,351.0
122366,358.0
122488,339.0
122610,341.0
122732,358.0
122854,355.0
122976,351.0
123098,363.0
123220,351.0
123342,344.0
123464,352.0
123586,355.0
123708,345.0
123830,350.0
123952,350.0
124074,309.0
124196,337.0
124318,362.0
124440,338.0
124562,347.0
124684,362.0
124806,339.0
124928,340.0
125050,364.0
125172,353.0
125294,345.0
125416,363.0
125538,345.0
125660,334.0
125782,356.0
125904,350.0
126026,339.0
126148,359.0
126270,343.0
126392,304.0
126514,331.0
126636,357.0
